img_id,caption
533548.jpg,a man sitting at a table with a laptop computer
482464.jpg,a group of people standing on skis on a snowy hill
23786.jpg,a group of people standing around a table with a cake
499771.jpg,a baseball player with a hat and a baseball
361520.jpg,a suitcase is on the floor with a cat on it
179174.jpg,a man sitting on a bench with a laptop
354427.jpg,a man riding a motorcycle down a street
503502.jpg,a group of birds are standing on a beach
185593.jpg,a man is riding a wave on a wave
332261.jpg,a man riding a wave on top of a surfboard
376347.jpg,a man riding a wave on top of a surfboard
320770.jpg,a pizza with a pizza on a table
478652.jpg,a woman is holding a sandwich in his hand
443713.jpg,a man riding a skateboard down a street
132223.jpg,a woman standing in a living room playing a video game
359180.jpg,a man is standing in front of a bathroom sink
99077.jpg,a dog is eating a hot dog on a table
248956.jpg,a group of people standing on a bench
541086.jpg,a small white vase with a vase with a vase with a vase
439874.jpg,a horse is standing in the grass with a dog
554597.jpg,a large airplane flying through a cloudy sky
379476.jpg,a train is parked on a street with a clock
473902.jpg,a man and a woman sitting on a bench
375811.jpg,a street sign on a pole with a clock on the side
216663.jpg,a group of people playing a game of frisbee
505234.jpg,a woman is eating a pizza on a table
367619.jpg,a kitchen with a stove and a bowl of soup
230879.jpg,a train is traveling down the tracks near a building
210604.jpg,a man is playing with a frisbee in a park
27299.jpg,a group of people standing around a living room
86249.jpg,a baby is holding a baby on a small cat
178178.jpg,a cat sitting on top of a chair
184493.jpg,a man is playing tennis on a tennis court
145238.jpg,a woman standing on a sidewalk with a suitcase
433786.jpg,a cat sitting on top of a laptop
56240.jpg,a kitchen with a stove and a stove
579739.jpg,a clock tower with a clock on the top
373036.jpg,a vase with a bunch of flowers on it
215679.jpg,a herd of elephants walking across a sandy beach
466580.jpg,a desk with a laptop a computer and a laptop
431557.jpg,a giraffe standing in a field with a tree in the background
401327.jpg,a black desk with a computer keyboard and a keyboard
292467.jpg,a man standing in a bathroom with a vase of flowers
157209.jpg,a stop sign with a street sign on it
207030.jpg,a zebra standing in a dirt field with a tree in the background
258794.jpg,a bus is driving down the street in a city
560361.jpg,a group of elephants standing on top of a sandy beach
549971.jpg,a person is holding a hot dog on a bun
310227.jpg,a man is sitting on a bed with a laptop
347254.jpg,a man holding a cell phone in his hand
446358.jpg,a man is jumping in the air on a snowboard
426175.jpg,a bus is parked in a field with a clock
517521.jpg,a living room with a couch and a television
378099.jpg,a computer keyboard and mouse on a table
300993.jpg,a cake with a knife and a plate of food
503108.jpg,a man in a red shirt and a hat and a helmet
98322.jpg,a group of people standing on top of a snow covered slope
552486.jpg,a group of people walking down a street with a group of people
20702.jpg,a woman is sitting in front of a pizza
445233.jpg,a woman is sitting at a table with a cake
546010.jpg,a man riding a motorcycle down a street
338197.jpg,a man and a woman are playing frisbee in a field
231508.jpg,a baseball player is swinging a bat on a field
579568.jpg,a man standing next to a bus with a dog
262014.jpg,a cat is sitting on a bench in a park
10430.jpg,a train is on the tracks in a city
223928.jpg,a woman is playing tennis on a court
80431.jpg,a red and white truck with a truck on it
129187.jpg,a dog is standing on a sidewalk with a frisbee
284824.jpg,a man in a wetsuit riding a surfboard on a wave
144646.jpg,a group of people riding motorcycles on a street
121322.jpg,a kitchen with a stove and a stove
381163.jpg,a red double decker bus driving down a street
561512.jpg,a person on a snowboard doing a trick
479912.jpg,a plane is parked on the runway at an airport
435690.jpg,a bedroom with a bed and a window
69339.jpg,a man sitting at a table with a laptop
539671.jpg,a giraffe is standing in a field with a giraffe
79860.jpg,a man is eating a slice of pizza
355760.jpg,a pizza with cheese and cheese on a plate
519490.jpg,a zebra standing in a field with a zebra
55158.jpg,a person on skis on a snowy slope
58937.jpg,a plate of food with a glass of wine
401313.jpg,a man is laying on a couch with a remote
243045.jpg,a man and woman are holding a cell phone
435682.jpg,a man is eating a piece of pizza
467332.jpg,a little girl is holding a teddy bear
60180.jpg,a plate of food with broccoli and broccoli
537960.jpg,a cat laying on a bed with a cat
341299.jpg,a large airplane is parked on a runway
9253.jpg,a group of people sitting at a table with a table
126288.jpg,a man on a snowboard in the snow
297564.jpg,a double decker bus is driving down the street
23991.jpg,a man is skateboarding on a ramp in a skate park
319342.jpg,a man is riding a wave on a surfboard
158718.jpg,a man is sitting on a bench with a dog
27345.jpg,a baseball player is holding a bat in his hand
475317.jpg,a cat sitting in a window sill looking out of a window
432868.jpg,a man in a helmet riding a skateboard
255224.jpg,a kitchen with a refrigerator and a sink
552503.jpg,a pan with a pan of #RARE# and a bottle
166768.jpg,a man in a suit and tie is holding a cell phone
62477.jpg,a street with cars and cars on a city street
53539.jpg,a man sitting on a bed with a laptop
6481.jpg,a bear standing on a rock with a baby elephant
356216.jpg,a vase of flowers and a vase of flowers
67886.jpg,a man and a woman standing on a beach with a surfboard
319315.jpg,a keyboard and mouse on a desk
266587.jpg,a man is eating a pizza on a plate
39777.jpg,a baseball player is standing on a baseball field
85774.jpg,a man with a baseball bat and a baseball bat
228915.jpg,a cat is holding a cat in her hand
84594.jpg,a man is holding a hot dog on a table
85340.jpg,a woman and a woman are sitting in a chair
15404.jpg,a field with a group of people standing on a mountain
281649.jpg,a horse and a horse are standing in a field
52700.jpg,a group of people are sitting at a table
459349.jpg,a man riding a horse on the beach
8587.jpg,a group of people standing in a living room playing wii
191847.jpg,a bus is parked on the side of the road
509555.jpg,a table with a table and a table with a glass of wine
390559.jpg,a bathroom with a toilet and a sink
359414.jpg,a group of men playing a game of soccer
369380.jpg,a large elephant standing in the grass
5967.jpg,a large airplane parked on the tarmac
562994.jpg,a man is playing tennis on a tennis court
379014.jpg,a man riding a skateboard down a street with a man
330329.jpg,a bathroom with a toilet and a sink
350171.jpg,a man is playing tennis on a tennis court
327211.jpg,a man is standing on a street with a suitcase
509786.jpg,a man in a white shirt is playing tennis
51831.jpg,a herd of sheep standing on top of a snow covered slope
380477.jpg,a bowl of pasta and broccoli and broccoli
322325.jpg,a cell phone is on a table in a room
296289.jpg,a group of people riding skateboards down a street
425359.jpg,a desk with a laptop and a laptop
130699.jpg,a group of people standing on top of a field
365138.jpg,a large white motorcycle parked next to a building
246988.jpg,a train is pulling into a train station
198935.jpg,a dog is standing on a bench in a park
216665.jpg,a white and white cat sitting on a motorcycle
141095.jpg,a bus parked in a parking lot with a building in the background
392192.jpg,a group of people walking down a street
380998.jpg,a man riding a motorcycle down a street
157260.jpg,a large clock tower on the side of a street
352675.jpg,a bird sitting on top of a tree branch
530377.jpg,a white stove with a toilet and a sink
242945.jpg,a man standing on skis in the snow
495712.jpg,a woman in a suit and tie with a hat
175405.jpg,a cat sitting on the floor in the bathroom
214577.jpg,a group of people standing around a kitchen
452837.jpg,a plate of food with a fork and a fork
519688.jpg,a woman is holding a dog while a woman is holding a woman
135690.jpg,a man riding a bike on a field with a helmet on
129176.jpg,a herd of cows are grazing in a field
580041.jpg,a street with cars and cars driving down the street
270778.jpg,a bathroom with a toilet and a toilet in the bathroom
275817.jpg,a herd of sheep standing on top of a grass field
189452.jpg,a man standing next to a bunch of bananas
29891.jpg,a desk with a computer and a keyboard
275027.jpg,a street with a street sign and a street sign
509712.jpg,a young boy is holding a frisbee in his hand
561794.jpg,a woman is standing in a zoo eating a giraffe
72629.jpg,a hot dog with a hot dog and a knife
226363.jpg,a living room with a couch and a table
202886.jpg,a plate of food with broccoli and broccoli
513445.jpg,a close up of a donut on a plate
255950.jpg,a man with a frisbee in his mouth
80745.jpg,a bunch of bananas are on a table
124994.jpg,a sandwich with a knife and a knife
144746.jpg,a cat sitting on a motorcycle on a street
540619.jpg,a bathroom with a toilet and a toilet in it
242287.jpg,a building with a clock on it is shown
492352.jpg,a cat laying on a bed with a blanket
516620.jpg,a little girl is holding a small toy suitcase
450551.jpg,a couple of giraffes standing next to each other
534443.jpg,a group of boats are parked on a river
139604.jpg,a man and woman are holding a cake
93586.jpg,a man standing next to a stop sign
231387.jpg,a bathroom with a toilet and a sink
295460.jpg,a man and a woman are standing in front of a horse
379487.jpg,a group of people are standing on a snowy slope
261688.jpg,a man riding a surfboard on a wave in the ocean
16959.jpg,a woman standing on the beach holding a surfboard
334714.jpg,a man is standing in front of a table with a cake
298139.jpg,a man on a surfboard riding a wave
427547.jpg,a train is going down the tracks in a city
7785.jpg,a red refrigerator with a laptop on it
42977.jpg,a plane sitting on the tarmac at an airport
335633.jpg,a woman sitting at a table with a pizza
129865.jpg,a large commercial airplane flying over a runway
175994.jpg,a train is on a train track
12463.jpg,a cat sitting on a table with a laptop computer
136653.jpg,a man on a snowboard doing a trick
581835.jpg,a man standing on a sidewalk with a skateboard
580586.jpg,a truck is parked on the side of a road
379749.jpg,a large airplane is parked on a runway
